S.No	Message	Category	Sub Category	New Sub Category	Negative or Not	Remarks
10072	URGENT! Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call on this number from land line. Claim 3030. Valid 12hrs only 150ppm	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
295	he din't call me thought it is urgent	General	General	G_General		
13252	fire is not getting controlled at petrol pump..call more peole for help!	Emergency	Fire	E_Fire		
2207	illegal issue While tenuring others property	Emergency	Police	E_Police		
7090	Call Up	To-Do	General	TD_General		
481	If you would like to speak with an Operator, call 000111000111	General	General	G_General		
688	I called him Tom.	General	General	G_General		
1818	Tom called me almost every day.	General	General	G_General		
3481	Doctor is on the way, please convey the same to patients parents immediatley	Emergency	Health	E_Health		
7077	the whole house is on fire because of the electrical short circuit	Emergency	Fire	E_Fire		
5925	Nominate yourself for dance competitions by today End of the day	To-Do	Urgent_Normal	TD_Urgent_Normal		
12137	The Lifestyle End of season Sale is ON. Shop Online @ Lifestylestores.com -Get upto 50% OFF +Extra10% on 1599 on everything -use code EXTRA10-valid Online only	General	General	G_General		
10768	Mr. Patil as per the test diagnostics we suspect there is a Bone Cancer as per the blood cells request to consult your doctor immediately	Emergency	Health	E_Health		
9172	Lost wallet. Need money. Call me now.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
5511	The most awaited day had come! Please be available for the new start of our businsess on 14th April!	To-Do	Event	TD_Event		
11945	Dear Customer, now save more on your international trips. For information on Airtel's International Roaming packs, click www.airtel.in/IR	General	General	G_General		
13231	baggage in airplane caught fire . Call airport secirity staff now	Emergency	Fire	E_Fire		
10946	Getting messags from wrong number, complain to police	To-Do	Urgent_Normal	TD_Urgent_Normal		
3091	Kids shopping , call back once your free.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
7203	Reached your home landmark, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
11221	urgent need of rs 1 lakh , please let me know how much you can arrange	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6830	Factory caught on fire, start the evacuation process immediately	Emergency	Fire	E_Fire		
6357	Need (so and so) number. call back me urgently	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6991	Your kids will reach home as soon as they are rescued from fire accident happened at school.	To-Do	Urgent_Normal	TD_Urgent_Normal		
13082	The Gulf Hotel is on fire, call the fire engine	Emergency	Fire	E_Fire		
675	Who called them?	General	General	G_General		
4292	Illegal drugs are sold at Jay Restaurant. Please check.	Emergency	Police	E_Police		
8322	I have urgent business with you,call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
7397	Due to a conflict with a family commitment that night, I regret that I will be unable to attend that party	General	General	G_General		
5776	take your child for vaccination today	To-Do	Urgent_Normal	TD_Urgent_Normal		
7172	I am not well, please call back.	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
8550	You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|	General	General	G_General		
6105	I am having heavy cough, could you share me the contact details of the ayurvedha pharmacy from my home	Emergency	Health	E_Health		
5222	looks like fire in house, go get water and call the fire engine	Emergency	Fire	E_Fire		
12947	His sister's house is on fire, immediately call the fire engine	Emergency	Fire	E_Fire		
2713	9:56 AM today would be fine to have a meet.	To-Do	Event	TD_Event		
12703	Software issues : Composer : 1 issue - patch is under review Mailbox : no issues	General	General	G_General		
3966	Please provide me with the ambulance number	Emergency	Health	E_Health		
13407	You have to go ot hospital immediately to help the patient	Emergency	Health	E_Health		
3698	Gold jewelry theft from home.	Emergency	Police	E_Police		
1650	Why did you call me at this unearthly hour?	To-Do	Urgent_Normal	TD_Urgent_Normal		
7604	Please pay property tax today urgently as it is going to increased by double from tomorrow.	To-Do	Urgent_Normal	TD_Urgent_Normal		
7772	met with accident , help me	Emergency	Health	E_Health		
6070	Emergency! Get me the Emergency helpline for the hospital in our city.	Emergency	Health	E_Health		
10358	Suddenly Cheetah entered our school call Police and Ambulance Immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6644	Phone explodes setting bed on fire. Don’t place ur mobile on bed while sleeping	General	General	G_General		
12121	Dear Customer, Your SWIFT Vxi's Maruti Insurance policy is expiring on '28-jan-2017'. For renewal, Pl. contact any Maruti Dealer and he will assist you.	General	General	G_General		
6977	Fire catches at home due to short circuit, please help.	Emergency	Fire	E_Fire		
2613	Help help help, I am hurt because of fire, someone please help	Emergency	Health	E_Health		
2871	Today's meeting was so interactive.	General	General	G_General		
10310	Reckon need to be in town by eightish to walk from * carpark.	General	General	G_General		
141	I met him on my way home from college	General	General	G_General		
10234	Lovely smell on this bus and it ain't tobacco... Tobacco is injuries to healt please avoid it	Emergency	Health	E_Health		
431	Spending time with your family should be your priority.	General	General	G_General		
1141	He was almost asleep when he heard his name called.	General	General	G_General		
5058	Boss informed to call right now	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
9240	Got poisoned by goon. Help me reach hospital.	Emergency	Personal	E_Personal		
7286	Your appointment has been declined. Please re-shedule the same.	To-Do	General	TD_General		
12288	Rs. 100.00 has been paid to XXXXXXXXX. For future reference, wallet transaction id is XXXXXXXXX. Big Bazaar on Paytm from 21-26 Jan. http://m.p-y.tm/ror. Shop Now	General	General	G_General		
6402	Fill tax returns for this year	To-Do	General	TD_General		
4506	Ratiks 10th boards are starting from 2nd March	To-Do	Event	TD_Event		
2215	Any one disturbing in this xxx area to others , pelase call police	Emergency	Police	E_Police		
13345	We will join them in the hospital now itself	Emergency	Health	E_Health		
8139	Speaking of, does he have any cash I need	General	General	G_General		
3514	Political party rally,forcing people to close the shops	Emergency	Police	E_Police		
10330	Umma. Did she say anything	General	General	G_General		
10331	U are not reachable call me ASAP	To-Do	General	TD_General		
5056	Please send me the tomorrow's meeting update	To-Do	Urgent_Normal	TD_Urgent_Normal		
441	meet me this is a priorty	To-Do	Urgent_Normal	TD_Urgent_Normal		
7344	Your monthly meeting will be on Monday 9AM	To-Do	Event	TD_event		
8062	We came for shopping, call back to get house keys.	To-Do	General	TD_General		
9726	I am not well	Emergency	Health	E_Health		
8033	Need to take your mom to temple, please callback soon	To-Do	General	TD_General		
1835	Give me a call if you need help. (cris)	General	General	G_General		
2812	We are in middle of meeting discussion.	General	General	G_General		
12332	End Of Republic Day Sale! Get Addl. 15% Off Max Disc. 300, Code: EORS15, Valid Today Only! Shop: http://bit.ly/2jQnbMF Call 08030695870 To Stop SMS.	General	General	G_General		
10415	There is terrorist attack near office call Ambulance immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
12439	Someone else might have accessed Microsoft account on*****@hotmail.com. Recover at https://account.live.com	To-Do	Urgent_Normal	TD_Urgent_Normal		
6777	Pick up James at Airport to night	To-Do	Event	TD_Event		
5031	Could you please let me know the best surgeon name for my cousin's health issue?	To-Do	Urgent_Normal	TD_Urgent_Normal		
6652	Car catches fire shortly after driver parks the car. Please help	Emergency	Fire	E_Fire		
3858	Last day for Submitting monthly bills	To-Do	Urgent_Normal	TD_Urgent_Normal		
10822	Goons killing a man	Emergency	Police	E_Police		
6680	Fire Accident In Brand Factory Shopping Mall At Bangalore. Where are you? I could not reach you.	General	General	G_General		
8582	I am in tirupur da, once you started from office call me.	General	General	G_General		
11181	his son had heated argument with him,lets talk to him	To-Do	Urgent_Normal	TD_Urgent_Normal		
3797	CIBIL score is low because of old loan, meeting with bank manager	To-Do	Urgent_Normal	TD_Urgent_Normal		
1287	Call me one of these days. (belgavox)	General	General	G_General		
8394	Lost path on way to your apartment, call back urgently	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
2998	Need blood for surgery, call to ananth immediately, his blood group is same as patient	Emergency	Health	E_Health		
6832	Large Fire Near International Golf Parkway! Drive carefully the roads may be covered with smoke and emergency response help	General	General	G_General		
9864	Cant attend, please postpone meeting.	To-Do	General	TD_General		
7264	Flea market will be put up at office enterance from 12 onwards…please make use of it	To-Do	Event	TD_Event		
8462	Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p	General	General	G_General		
6806	Lorry caught on fire at ORR, someone please help	Emergency	Fire	E_Fire		
9411	Call the doctor as cardiac arrest	Emergency	Health	E_Health		
6130	Please help. I feel throbbing in my left head vein also I feel intense pressure when I lean forward.	Emergency	Health	E_Health		
13278	two cafe's at mg road caught in fire !! Panic situation !!	Emergency	Fire	E_Fire		
5576	Attend meeting at 2:00 PM.	To-Do	Event	TD_Event		
6090	Please help me. i need to find a private pharmacy near by my native to buy a medicines	Emergency	Health	E_Health		
9720	Friend met with the accident, please check ICU bed avalability in hospital	Emergency	Health	E_Health		
7092	Call me back	To-Do	General	TD_General		
2634	contact me now urgently there is medical emergency	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
1757	I was just about to call you.	General	General	G_General		
7437	There are some robbers in bank with guns. We are taking shelter below our desk	Emergency	Police	E_Police		
3618	Attemptive murder happened on my friend	Emergency	Police	E_Police		
1869	when is the release	General	General	G_General		
3724	Alcohol is sold to minor	Emergency	Police	E_Police		
3942	I need help call an ambulance	Emergency	Health	E_Health		
1638	The last time we met, Tom called me a liar.	General	General	G_General		
8958	New summer camp is arranged, Call back immedialty ,limited seats are available	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
4091	Cab driver is taking me in a wrong route. Please help.	Emergency	Police	E_Police		
1126	I've been trying to call you for the past 2 hours.	General	General	G_General		
4431	The sAle will start at 12 in midnight	To-Do	Event	TD_Event		
9971	I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. U please reply him ASAP	To-Do	General	TD_General		
1704	He had done his homework when I called on him.	General	General	G_General		
8066	Shweta met with an accident, take her hospital urgently. Call me back once your available.	Emergency	Health	E_Health		
5905	Take mother to church tomorrow	To-Do	Urgent_Normal	TD_Urgent_Normal		
3023	Transfer 1000rs to my account immediately, it's an emergency	Emergency	Personal	E_Personal		
4962	Rahul is leaving to Syria..we have planned a farewell at 6pm today..wanna join?	To-Do	Event	TD_Event		
4623	The order is mismatched,Call back immediately	To-Do	Urgent_CallBack	TD_Urgent_CallBack		
6961	Explosion caused by children playing with fireworks destroys market area dure to dense fire.	General	General	G_General		
9426	Severe bleeding take him/her to hospital	Emergency	Health	E_Health		
5676	Exchange product at the store today	To-Do	General	TD_General		
7567	We are in a disaster	Emergency	Personal	E_Personal		
