S.No	Message	Old Category	Old Sub Category	Category	Sub Category	New Sub Category	Negative or Not	Remarks	IntegerLabel
1925	none of u have done this except her	General	Information	General	General	G_General			2
1926	will take me to the movie ??	General	Query	General	General	G_General			2
1927	clean the floor	General	Information	General	General	G_General			2
1928	do u like her dress	General	Query	General	General	G_General			2
1929	do u remember her	General	Query	General	General	G_General			2
1930	do take ur kids	General	Information	General	General	G_General			2
1931	feeling low all alone	General	Information	General	General	G_General			2
1932	if u r not well take rest and medicine	General	Information	General	General	G_General_Neg	N_Emergency_Health		2
1933	have u done ur task ??	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1934	Hoe are u feeling	General	Query	General	General	G_General_Neg	N_Emergency_Health		2
1935	low ??	General	Query	General	General	G_General_Neg	N_Emergency_Health		2
1936	hi how r u ??	General	Query	General	General	G_General			2
1937	r u going to celebrate ??	General	Query	General	General	G_General			2
1938	Yes I am in	General	Information	General	General	G_General			2
1939	feeling sad	General	Information	General	General	G_General			2
1940	yes cool	General	Information	General	General	G_General			2
1941	I will not come	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1942	I love it	General	Information	General	General	G_General			2
1943	eating	General	Information	General	General	G_General			2
1944	I am sorry	General	Information	General	General	G_General			2
1945	not do next time	General	Information	General	General	G_General			2
1946	please accept it	General	Information	General	General	G_General			2
1947	do not throw it	General	Information	General	General	G_General			2
1948	go away	General	Information	General	General	G_General			2
1949	do not touch that button	General	Information	General	General	G_General			2
1950	sit down on ur seat	General	Information	General	General	G_General			2
1951	clam down	General	Information	General	General	G_General			2
1952	go away	General	Information	General	General	G_General			2
1953	eat before sleep	General	Information	General	General	G_General			2
1954	turn off the light ??	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1955	good work	General	Information	General	General	G_General			2
1956	don’t talk	General	Information	General	General	G_General			2
1957	what do u do ??	General	Query	General	General	G_General			2
1958	did u have bath	General	Query	General	General	G_General			2
1959	I am not well	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1960	see u then	General	Information	General	General	G_General			2
1961	waste ur time is not good	General	Information	General	General	G_General			2
1962	I live nature	General	Information	General	General	G_General			2
1963	I am very bad	General	Information	General	General	G_General			2
1964	hungry ??	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1966	just call me if our faculty come to class	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1968	May I help you?	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1969	Have you gone to movie yesterday	General	Query	General	General	G_General			2
1970	Everybody 's will be mixture bad and good things,don't worry bro	General	Information	General	General	G_General			2
1971	what is your father?	General	Query	General	General	G_General			2
1972	Have finished you lunch?	General	Query	General	General	G_General			2
1973	What is today's date?	General	Query	General	General	G_General			2
1974	May I know you name?	General	Query	General	General	G_General			2
1975	Oneday I met with an accident	General	Information	General	General	G_General_Neg	N_Emergency_Health		2
1977	this is my permanent number	General	Information	General	General	G_General			2
1978	do you one more contact number	General	Query	General	General	G_General			2
1979	I lost my phone please share your contact num	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1981	with whom you are talking from long time in mobile	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1982	Im calling customer how can I help you	General	Information	General	General	G_General			2
1983	Please don’t horn	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1984	have you done with your work?	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1985	how is your life?	General	Query	General	General	G_General			2
1986	why are replying late to my messages?	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1987	do you know me?	General	Query	General	General	G_General			2
1988	are you going to GYM regulerly?	General	Query	General	General	G_General			2
1989	is it true bro?	General	Query	General	General	G_General			2
1990	what are you doing man?	General	Query	General	General	G_General			2
1992	do you have classwork notes?	General	Query	General	General	G_General			2
1993	what is you favorate colour?	General	Query	General	General	G_General			2
1994	where is your native place?	General	Query	General	General	G_General			2
1995	what is your favorate food item?	General	Query	General	General	G_General			2
1996	what is your favorate movie?	General	Query	General	General	G_General			2
1998	can you guess what im doing right now?	General	Query	General	General	G_General			2
1999	hey guess which colour dress I wore?	General	Query	General	General	G_General			2
2000	why you din't change your profile picture from long time?	General	Query	General	General	G_General			2
2001	what is your problum?share with me	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
2002	what are you doing	General	Query	General	General	G_General			2
2003	which song you are listening?	General	Query	General	General	G_General			2
2004	are you coming  to college today?	General	Query	General	General	G_General			2
2005	are you there?	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
2006	how is you baby ?	General	Query	General	General	G_General			2
2007	how is my dress?	General	Query	General	General	G_General			2
2008	when will you go to your home?	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
2009	who is your best friend?	General	Query	General	General	G_General			2
2010	what the hell are you doing there?	General	Query	General	General	G_General			2
